,GBP,HKD,IDR,ILS,DKK,INR,CHF,MXN,CZK,SGD,THB,HRK,EUR,MYR,NOK,CNY,BGN,PHP,PLN,ZAR,CAD,ISK,BRL,RON,NZD,TRY,JPY,RUB,KRW,USD,AUD,HUF,SEK
2018-03-01,0.7273026046,7.8270479007,13803.4343932298,3.4834442527,6.1186426752,65.1750061622,0.9464300386,18.927286172,20.8972146907,1.326924657,31.5701257087,6.1194643004,0.8216251746,3.9285186098,7.9368991866,6.3503409744,1.6069345165,51.9587544162,3.4387478432,11.9299975351,1.2861720483,101.6350340974,3.2651384438,3.8265549256,1.3857530195,3.8152164982,106.7948401939,56.8390436283,1087.4127023252,1.0,1.2937309999,257.8095472845,8.3136143291
2018-02-28,0.72388243,7.8266743082,13749.0011462256,3.4802685443,6.0966923203,65.1899459636,0.9431799574,18.784755199,20.8105452759,1.3232356312,31.4303258556,6.0999672507,0.8187326019,3.9241853611,7.8723595874,6.327574914,1.6012772229,52.1049615196,3.4207466841,11.7633044048,1.2778778451,101.277222859,3.2434092026,3.8177501228,1.3840674636,3.8030948092,107.0247257246,56.2911413132,1080.931717701,1.0,1.2802521696,257.0247257246,8.2628950385
2018-02-27,0.7186407609,7.8263555808,13672.7827005934,3.4811803918,6.0531664092,64.8752133973,0.9380538168,18.7224615885,20.6471018616,1.3198113974,31.3901308837,6.0525160556,0.8129420372,3.9079749614,7.8278188765,6.3137143322,1.5899520364,52.2607918055,3.3875294691,11.6559629298,1.2720104057,100.7235184131,3.2380294285,3.7862775384,1.3753353386,3.7906674254,107.1213722462,55.9283798065,1071.8722055117,1.0,1.27615641,255.23941143,8.1944557353
2018-02-26,0.7128246753,7.8236201299,13664.0016233766,3.4930194805,6.04375,64.7751623377,0.9358766234,18.6019480519,20.6095779221,1.3171266234,31.3198051948,6.0418019481,0.8116883117,3.9094967532,7.8168019481,6.3086850649,1.5875,51.8961038961,3.3844967532,11.5930194805,1.2676136364,100.4058441558,3.2351461039,3.7844967532,1.3674512987,3.780762987,106.8181818182,55.957711039,1071.5584415584,1.0,1.2751623377,254.5373376623,8.1521915584
2018-02-25,0.7150174811,7.823318969,13675.9980486218,3.4895519961,6.0548825108,64.7625823238,0.9354419058,18.5693958858,20.6008618587,1.3215708594,31.4399544678,6.0464265387,0.8130742337,3.9137328238,7.8681193593,6.3349865843,1.5902105862,51.8082770957,3.3903569396,11.5650865924,1.2695341085,100.7398975526,3.2421335068,3.7848605578,1.3711683877,3.7868932434,106.7403853972,56.4663793804,1076.8111228555,1.0,1.2781526953,254.394666233,8.1781445646
2018-02-24,0.7150174811,7.823318969,13675.9980486218,3.4895519961,6.0548825108,64.7625823238,0.9354419058,18.5693958858,20.6008618587,1.3215708594,31.4399544678,6.0464265387,0.8130742337,3.9137328238,7.8681193593,6.3349865843,1.5902105862,51.8082770957,3.3903569396,11.5650865924,1.2695341085,100.7398975526,3.2421335068,3.7848605578,1.3711683877,3.7868932434,106.7403853972,56.4663793804,1076.8111228555,1.0,1.2781526953,254.394666233,8.1781445646
2018-02-23,0.7150174811,7.823318969,13675.9980486218,3.4895519961,6.0548825108,64.7625823238,0.9354419058,18.5693958858,20.6008618587,1.3215708594,31.4399544678,6.0464265387,0.8130742337,3.9137328238,7.8681193593,6.3349865843,1.5902105862,51.8082770957,3.3903569396,11.5650865924,1.2695341085,100.7398975526,3.2421335068,3.7848605578,1.3711683877,3.7868932434,106.7403853972,56.4663793804,1076.8111228555,1.0,1.2781526953,254.394666233,8.1781445646
2018-02-22,0.7196399479,7.8249429782,13710.9970674487,3.4974747475,6.0656565657,65.0777940697,0.9374389052,18.7952916259,20.6223525578,1.3222548061,31.5746171391,6.0642717498,0.8145975888,3.9191919192,7.8928804171,6.3607852721,1.5931899642,52.0617464972,3.4065656566,11.7167644184,1.2698761812,100.9286412512,3.2705278592,3.7923590746,1.3653470186,3.7999348322,107.0951449984,56.7555392636,1084.4411860541,1.0,1.2788367546,254.7165200391,8.1429618768
2018-02-21,0.7185103964,7.8249675114,13610.9974009097,3.4983755686,6.0481643925,64.7575536062,0.9381903834,18.7228719948,20.598602989,1.321231319,31.5001624431,6.0441033138,0.8122157245,3.9127680312,7.8313840156,6.3443794672,1.588531514,52.1678037687,3.3779239766,11.6449805068,1.2671377518,100.6335282651,3.2553606238,3.7861435997,1.3607862248,3.7889863548,107.5454840806,56.5834957765,1073.7654320988,1.0,1.2738791423,253.5331384016,8.0935672515
2018-02-20,0.7144894652,7.8240680713,13630.2512155592,3.5024311183,6.035089141,64.8322528363,0.9349270665,18.6387358185,20.5170178282,1.3186385737,31.5097244733,6.0279578606,0.8103727715,3.8979740681,7.8349270665,6.3444084279,1.5849270665,52.3176661264,3.3603727715,11.7435980551,1.2603727715,100.7293354943,3.2507293355,3.7792544571,1.3599675851,3.7735818476,107.1717990276,56.6508103728,1072.6904376013,1.0,1.2680713128,252.6580226904,8.0784440843
2018-02-19,0.7138597905,7.8223207091,13552.4415793715,3.5191780822,6.0016116035,64.2526188558,0.927719581,18.5437550363,20.4085414988,1.3130539887,31.3803384367,5.9939564867,0.8058017728,3.8904915391,7.7820306205,6.3443996777,1.5759871072,52.4576954069,3.3408541499,11.6530217566,1.2564061241,100.4834810637,3.2333601934,3.7560838034,1.3553585818,3.7530217566,106.5592264303,56.4632554392,1066.8573730862,1.0,1.263174859,250.7252215955,7.9899274778
2018-02-18,0.7124759307,7.8208440308,13517.4983953787,3.5470956354,5.9756899872,64.2201540436,0.9243421053,18.5033697047,20.3305519897,1.3106546855,31.2901155327,5.9675866496,0.8023106547,3.8944961489,7.767169448,6.3444319641,1.5691591784,52.2472721438,3.3373716303,11.6600609756,1.2505616175,100.4492939666,3.2344351733,3.7407734275,1.3521341463,3.7535301669,106.1777920411,56.3931322208,1064.8748395379,1.0,1.2592265725,249.7432605905,7.9541078306
2018-02-17,0.7124759307,7.8208440308,13517.4983953787,3.5470956354,5.9756899872,64.2201540436,0.9243421053,18.5033697047,20.3305519897,1.3106546855,31.2901155327,5.9675866496,0.8023106547,3.8944961489,7.767169448,6.3444319641,1.5691591784,52.2472721438,3.3373716303,11.6600609756,1.2505616175,100.4492939666,3.2344351733,3.7407734275,1.3521341463,3.7535301669,106.1777920411,56.3931322208,1064.8748395379,1.0,1.2592265725,249.7432605905,7.9541078306
2018-02-16,0.7124759307,7.8208440308,13517.4983953787,3.5470956354,5.9756899872,64.2201540436,0.9243421053,18.5033697047,20.3305519897,1.3106546855,31.2901155327,5.9675866496,0.8023106547,3.8944961489,7.767169448,6.3444319641,1.5691591784,52.2472721438,3.3373716303,11.6600609756,1.2505616175,100.4492939666,3.2344351733,3.7407734275,1.3521341463,3.7535301669,106.1777920411,56.3931322208,1064.8748395379,1.0,1.2592265725,249.7432605905,7.9541078306
2018-02-15,0.7096774194,7.8222204434,13525.0540302569,3.5242135596,5.9627791563,63.9149923957,0.9241175058,18.5111662531,20.3073721284,1.3115344593,31.3199391659,5.9539742256,0.800448251,3.8945009205,7.7923637237,6.3444328824,1.5655166893,52.1452013127,3.3244216761,11.6550868486,1.2490194509,100.0560313776,3.2221243897,3.7316897463,1.3534779477,3.7657888418,106.5476666933,56.6795005203,1065.1965100456,1.0,1.2612663091,249.4837108781,7.9388457536
2018-02-14,0.7210884354,7.8219144801,13615.7515387107,3.5370910269,6.0323939099,64.072319404,0.9328636216,18.6209912536,20.5458373826,1.3192419825,31.4196631033,6.0204081633,0.8098477486,3.9033041788,7.8675089083,6.3444282475,1.5839002268,52.1477162293,3.3786038225,11.8187560739,1.2575315841,101.3929381276,3.2819080013,3.7743764172,1.3664561063,3.8005344995,107.2238419177,57.3771460965,1078.0612244898,1.0,1.2720278588,253.3365727243,8.0421930677
2018-02-13,0.7211140842,7.8218600503,13639.9983783345,3.5330414336,6.0397308035,64.2771426255,0.934241466,18.6311521933,20.5837995622,1.3227925079,31.5097705343,6.0291088948,0.8108327252,3.9469715398,7.8989702424,6.3442795751,1.585826644,52.12438174,3.3877402092,11.9824860131,1.2603583881,101.6784237412,3.2953863618,3.7773453337,1.3736317198,3.7999675667,107.6948025622,57.7765345009,1085.0887861834,1.0,1.2742236277,253.1095435012,8.0587042893
2018-02-12,0.7224985729,7.8196199951,13636.7528337275,3.5243415151,6.0717605806,64.3349914377,0.9380249531,18.6221968523,20.6784636712,1.3256136345,31.7002364837,6.0772241703,0.8154611433,3.9442224578,7.9487074941,6.3283046563,1.594878904,51.969338661,3.404387181,11.9645274403,1.2580119057,102.2588273669,3.2956862106,3.793851423,1.3795971622,3.8039631412,108.6438881187,57.9671369159,1083.1770366142,1.0,1.2757889587,254.399412868,8.0889668107
2018-02-11,0.7230505989,7.8208262039,13658.9994296423,3.5258697955,6.065102257,64.3726065347,0.9370162145,18.8162633423,20.6428746028,1.3298297075,31.7998859285,6.0649392976,0.8147967082,3.959912002,7.9836225862,6.3034302941,1.5935794019,51.5961867514,3.4142426465,12.1209973112,1.260897906,102.0125478693,3.2790678726,3.7939379125,1.3812433798,3.8271001385,108.8486922513,58.2624460197,1088.7232135582,1.0,1.280941905,254.2817567017,8.1029903039
2018-02-10,0.7230505989,7.8208262039,13658.9994296423,3.5258697955,6.065102257,64.3726065347,0.9370162145,18.8162633423,20.6428746028,1.3298297075,31.7998859285,6.0649392976,0.8147967082,3.959912002,7.9836225862,6.3034302941,1.5935794019,51.5961867514,3.4142426465,12.1209973112,1.260897906,102.0125478693,3.2790678726,3.7939379125,1.3812433798,3.8271001385,108.8486922513,58.2624460197,1088.7232135582,1.0,1.280941905,254.2817567017,8.1029903039
2018-02-09,0.7230505989,7.8208262039,13658.9994296423,3.5258697955,6.065102257,64.3726065347,0.9370162145,18.8162633423,20.6428746028,1.3298297075,31.7998859285,6.0649392976,0.8147967082,3.959912002,7.9836225862,6.3034302941,1.5935794019,51.5961867514,3.4142426465,12.1209973112,1.260897906,102.0125478693,3.2790678726,3.7939379125,1.3812433798,3.8271001385,108.8486922513,58.2624460197,1088.7232135582,1.0,1.280941905,254.2817567017,8.1029903039
2018-02-08,0.7142752204,7.8187234737,13648.0003264773,3.4951844597,6.074273588,64.2927685276,0.9431113288,18.7673849167,20.606431603,1.3294156056,31.8396996409,6.0723147241,0.8161932746,3.9326640548,7.9056480575,6.3294972249,1.5963108064,51.6715638263,3.4031178583,12.0802317989,1.2571008815,102.1873979758,3.2675481554,3.7969311133,1.3847535096,3.8117042116,109.6229187071,57.8565132223,1089.9200130591,1.0,1.2809337251,253.8034606595,8.0777015997
2018-02-07,0.7187145404,7.8183660237,13559.247852164,3.4913276058,6.0325822662,64.2450153996,0.9409952991,18.6795266656,20.44901929,1.320392284,31.5902091101,6.0312044091,0.8105041336,3.9029826552,7.8309288377,6.2745988005,1.5851839844,51.2530393905,3.3712919436,11.966283028,1.2518236343,101.3130166964,3.2476900632,3.7733019938,1.3695088345,3.7835143459,109.2883773707,57.157643054,1082.6065812936,1.0,1.2711946831,251.1022856217,7.9903550008
2018-02-06,0.7209424933,7.8192067483,13575.0020277395,3.4852786114,6.0369048585,64.272447076,0.9385189391,18.8109335713,20.4663800795,1.3232216725,31.5848811745,6.0311460784,0.8110957904,3.9149971612,7.8680347149,6.2816124584,1.5863411469,51.540270906,3.3777273096,12.0625354854,1.2562251602,101.3869738016,3.2752859113,3.7671343986,1.3752129126,3.7835185335,109.473598832,57.3530699976,1086.7791386163,1.0,1.2756914592,251.9669072918,8.0042988077
2018-02-05,0.7119614148,7.8205787781,13495.0,3.4414790997,5.9833601286,64.1024919614,0.9323954984,18.5888263666,20.2540192926,1.3172829582,31.5297427653,5.9750803859,0.8038585209,3.9032958199,7.7257234727,6.2900321543,1.5721864952,51.5827974277,3.3428456592,12.0285369775,1.2434083601,100.4823151125,3.2294212219,3.7245176849,1.3685691318,3.7599678457,109.8633440514,56.6708199357,1087.3311897106,1.0,1.2591639871,248.8745980707,7.9049839228
2018-02-04,0.7032500801,7.8203650336,13466.0502721742,3.4339577329,5.9581332053,64.0573967339,0.9282740954,18.4566122318,20.1665065642,1.3135606788,31.4000960615,5.9517291066,0.8005123279,3.8869676593,7.6579410823,6.2880243356,1.5656420109,51.6250400256,3.3254082613,11.9740634006,1.2317483189,100.2241434518,3.2014889529,3.7190201729,1.3576689081,3.7459974384,109.846301633,56.2710534742,1084.8302913865,1.0,1.2512007685,247.7505603586,7.8628722382
2018-02-03,0.7032500801,7.8203650336,13466.0502721742,3.4339577329,5.9581332053,64.0573967339,0.9282740954,18.4566122318,20.1665065642,1.3135606788,31.4000960615,5.9517291066,0.8005123279,3.8869676593,7.6579410823,6.2880243356,1.5656420109,51.6250400256,3.3254082613,11.9740634006,1.2317483189,100.2241434518,3.2014889529,3.7190201729,1.3576689081,3.7459974384,109.846301633,56.2710534742,1084.8302913865,1.0,1.2512007685,247.7505603586,7.8628722382
2018-02-02,0.7032500801,7.8203650336,13466.0502721742,3.4339577329,5.9581332053,64.0573967339,0.9282740954,18.4566122318,20.1665065642,1.3135606788,31.4000960615,5.9517291066,0.8005123279,3.8869676593,7.6579410823,6.2880243356,1.5656420109,51.6250400256,3.3254082613,11.9740634006,1.2317483189,100.2241434518,3.2014889529,3.7190201729,1.3576689081,3.7459974384,109.846301633,56.2710534742,1084.8302913865,1.0,1.2512007685,247.7505603586,7.8628722382
2018-02-01,0.7024640822,7.8199695,13417.8505498034,3.4284453006,5.9738341761,64.0227947668,0.9312946464,18.5656954812,20.2801187896,1.3124648848,31.3596596838,5.96556706,0.802632635,3.9040051368,7.6815956337,6.2967332852,1.5697889076,51.6333574123,3.3343767558,11.8986274982,1.2318805683,100.3371057067,3.1694357493,3.7360943896,1.3599807368,3.7464483506,109.6556705996,56.2822056345,1071.0811461594,1.0,1.249458223,248.8642748214,7.8682077213
2018-01-31,0.7057076343,7.8199405956,13375.9974311632,3.4055551096,5.9740708036,63.562655535,0.9336919001,18.645099141,20.2873886168,1.3075379305,31.3101067673,5.9665248455,0.8027614996,3.8996548126,7.6760054588,6.2888335875,1.5700409408,51.2739824998,3.3317010516,11.8664204865,1.2274223328,,3.1603114715,3.7364533997,1.3488801477,3.7514650397,108.8544593401,56.2513446255,1065.2885927591,1.0,1.2328008349,249.3778598378,7.8385646624
2018-01-30,0.7079140166,7.8187746558,13389.0024957733,3.3995652524,5.9910635215,63.6478544401,0.9330166653,18.620803478,20.3928830207,1.3106835198,31.4097093632,5.9727880203,0.8050881572,3.9004911038,7.6988970292,6.3252556155,1.5745914178,51.326785283,3.3370099026,11.9136140407,1.2321069157,,3.1623862813,3.7447065454,1.3635778118,3.7704693664,108.6707994525,56.0251187505,1070.1634328959,1.0,1.2354077772,249.8832622172,7.8757748974
2018-01-29,0.7103966395,7.8183213507,13398.9983035786,3.4034251555,6.0123596413,63.5798529768,0.9340819129,18.6053800792,20.4354148154,1.3102835447,31.4403425156,5.9954762097,0.8078196946,3.8869052427,7.7185556184,6.3319331125,1.5799337588,51.4112610065,3.3472816867,11.9763308829,1.2334598918,,3.1673802407,3.7587850392,1.3636804265,3.7769609823,108.8537038533,56.4369496728,1070.1510622829,1.0,1.2361256967,249.8909443412,7.9023345989
2018-01-28,0.7022756513,7.8177870698,13314.9967835317,3.3893534899,5.9848825989,63.6100836282,0.9353489868,18.5485686716,20.3899967835,1.3074139595,31.3903184304,5.9657446124,0.8041170794,3.8741556771,7.6917819234,6.3278385333,1.572692184,51.0550016082,3.3308137665,11.891524606,1.2323094243,,3.1480379543,3.7522515278,1.3624155677,3.75,109.3197169508,55.9059183017,1064.3936957221,1.0,1.2367320682,249.1154712126,7.8807494371
2018-01-27,0.7022756513,7.8177870698,13314.9967835317,3.3893534899,5.9848825989,63.6100836282,0.9353489868,18.5485686716,20.3899967835,1.3074139595,31.3903184304,5.9657446124,0.8041170794,3.8741556771,7.6917819234,6.3278385333,1.572692184,51.0550016082,3.3308137665,11.891524606,1.2323094243,,3.1480379543,3.7522515278,1.3624155677,3.75,109.3197169508,55.9059183017,1064.3936957221,1.0,1.2367320682,249.1154712126,7.8807494371
2018-01-26,0.7022756513,7.8177870698,13314.9967835317,3.3893534899,5.9848825989,63.6100836282,0.9353489868,18.5485686716,20.3899967835,1.3074139595,31.3903184304,5.9657446124,0.8041170794,3.8741556771,7.6917819234,6.3278385333,1.572692184,51.0550016082,3.3308137665,11.891524606,1.2323094243,,3.1480379543,3.7522515278,1.3624155677,3.75,109.3197169508,55.9059183017,1064.3936957221,1.0,1.2367320682,249.1154712126,7.8807494371
2018-01-25,0.7015233336,7.8178447651,13293.0039493834,3.4036431047,6.0001611993,63.5649230273,0.9414040461,18.4420085436,20.4570000806,1.3058757153,31.4201660353,5.9841218667,0.8059966148,3.885467881,7.7261223503,6.3310228097,1.5763681793,50.9301200935,3.342387362,11.8976384299,1.2322882244,,3.1484645764,3.7634399936,1.3559281051,3.7406302894,108.9062625937,55.8406544693,1059.410010478,1.0,1.237849601,249.3350527928,7.9139195615
2018-01-24,0.7058209197,7.8170336788,13317.9970854922,3.4097312176,6.0274449482,63.6925194301,0.9500485751,18.5431509067,20.5424222798,1.309990285,31.5997409326,6.017244171,0.8095854922,3.9094073834,7.7942843264,6.3729760363,1.5833873057,50.833873057,3.3648801813,11.9659164508,1.2329177461,,3.1927623057,3.7765544041,1.3501457254,3.7453853627,109.3992875648,56.324886658,1064.8720854922,1.0,1.2394753886,250.1700129534,7.9600874352
2018-01-23,0.7170381256,7.8177810434,13343.9954281982,3.4188913381,6.0768225978,63.775002041,0.9616295208,18.8278226794,20.7388358233,1.3194546494,31.8303534982,6.0662911258,0.816393175,3.9311780554,7.8683974202,6.4059106866,1.5967017716,51.0253898277,3.4040329823,12.1276022532,1.2481835252,,3.2209159931,3.8133725202,1.3651726672,3.7794922034,110.4988162299,56.494979182,1075.8837456119,1.0,1.2543881133,253.1880153482,8.0368193322
2018-01-22,0.7197074924,7.8183675137,13351.9977122314,3.4198872457,6.0823596699,63.9124928507,0.9611896397,18.6340387287,20.7525124602,1.319633957,31.8596290547,6.075251246,0.8170602173,3.9349620067,7.8619985293,6.4036277474,1.5980063731,50.8930468176,3.4077130485,12.1000081706,1.2476509519,,3.1933164474,3.8132200343,1.3692295122,3.8035787238,110.8423890841,56.6074842716,1070.3325435085,1.0,1.2490399542,253.0026962987,8.0349701773
2018-01-21,0.7210526316,7.8183598531,13313.4965320277,3.413871889,6.0753977968,63.8425132599,0.9594451244,18.6174622603,20.7531619747,1.3201142391,31.8800489596,6.0670746634,0.8159934721,3.9379844961,7.8533659731,6.403998368,1.5959200326,50.7042023664,3.403998368,12.2034271726,1.2440636475,,3.2078335373,3.8020399837,1.3733986128,3.7990208078,110.599755202,56.5747858017,1066.4381884945,1.0,1.2486332109,252.3051815585,8.0239086087
2018-01-20,0.7210526316,7.8183598531,13313.4965320277,3.413871889,6.0753977968,63.8425132599,0.9594451244,18.6174622603,20.7531619747,1.3201142391,31.8800489596,6.0670746634,0.8159934721,3.9379844961,7.8533659731,6.403998368,1.5959200326,50.7042023664,3.403998368,12.2034271726,1.2440636475,,3.2078335373,3.8020399837,1.3733986128,3.7990208078,110.599755202,56.5747858017,1066.4381884945,1.0,1.2486332109,252.3051815585,8.0239086087
2018-01-19,0.7210526316,7.8183598531,13313.4965320277,3.413871889,6.0753977968,63.8425132599,0.9594451244,18.6174622603,20.7531619747,1.3201142391,31.8800489596,6.0670746634,0.8159934721,3.9379844961,7.8533659731,6.403998368,1.5959200326,50.7042023664,3.403998368,12.2034271726,1.2440636475,,3.2078335373,3.8020399837,1.3733986128,3.7990208078,110.599755202,56.5747858017,1066.4381884945,1.0,1.2486332109,252.3051815585,8.0239086087
2018-01-18,0.7209480997,7.8175725378,13343.179403351,3.4286881896,6.0870453617,63.8504290969,0.9601961586,18.6492848386,20.7315079689,1.3220269718,31.9199019207,6.0816510012,0.8173273396,3.9555373927,7.8474049857,6.4227217,1.5985288108,50.7298733143,3.4053943604,12.2627707397,1.2447078055,,3.213812832,3.7989374745,1.3697588884,3.7902738047,111.2137310993,56.5693502248,1067.9280751941,1.0,1.2514098897,252.1536575398,8.0347364119
2018-01-17,0.7257887405,7.8189789396,13359.0264689011,3.4557895599,6.1025157748,63.9277226911,0.9648447103,18.7975088093,20.8530689175,1.3236908957,31.9601737278,6.0858805212,0.819470622,3.9613209866,7.8849463247,6.4351389003,1.6027206425,50.8211095632,3.4182578055,12.3349995903,1.2443661395,,3.2366631156,3.8163566336,1.3767106449,3.8231582398,110.8006227977,56.8597066295,1068.3028763419,1.0,1.2549373105,253.0279439482,8.0656395968
2018-01-16,0.7265739984,7.8233851186,13337.4979558463,3.4150449714,6.0909239575,64.0474243663,0.9644317253,18.772526574,20.8634505315,1.3233851186,31.9803761243,6.0699100572,0.8176614881,3.9649223222,7.87473426,6.4415372036,1.5991823385,50.6451349141,3.4107113655,12.2624693377,1.2423548651,,3.2136549469,3.8007358953,1.3743254293,3.7969746525,110.7113654947,56.4391659853,1064.9223221586,1.0,1.2574816026,252.4529844644,8.0317252657
2018-01-15,0.7252830496,7.823572534,13307.03754989,3.399609025,6.0679319052,63.5175531482,0.9610654069,18.8315549401,20.7957970188,1.3214140262,31.9247373137,6.0552252179,0.8145312373,3.9560153132,7.8771686894,6.4380548994,1.5930601939,50.2997474953,3.3954549157,12.302191089,1.2432190274,,3.1959762157,3.7694876599,1.3706931661,3.7828459721,110.621487334,56.4333306182,1063.5660177568,1.0,1.2571475116,251.6086991936,8.0096929217
2018-01-14,0.7331548159,7.8241740133,13330.8972563236,3.4005108346,6.1371838181,63.6001483068,0.9711625608,19.1114773008,21.0274367636,1.3267693829,31.9700090632,6.1344648595,0.8239268353,3.9758589437,7.9583093021,6.4609870643,1.6114361045,50.3781824174,3.4375875422,12.3985334102,1.2518744336,,3.2099365576,3.8199719865,1.3781000247,3.7560352641,111.1312515449,56.6098706435,1062.4866111889,1.0,1.270248002,254.3791711296,8.1033204251
2018-01-13,0.7331548159,7.8241740133,13330.8972563236,3.4005108346,6.1371838181,63.6001483068,0.9711625608,19.1114773008,21.0274367636,1.3267693829,31.9700090632,6.1344648595,0.8239268353,3.9758589437,7.9583093021,6.4609870643,1.6114361045,50.3781824174,3.4375875422,12.3985334102,1.2518744336,,3.2099365576,3.8199719865,1.3781000247,3.7560352641,111.1312515449,56.6098706435,1062.4866111889,1.0,1.270248002,254.3791711296,8.1033204251
2018-01-12,0.7331548159,7.8241740133,13330.8972563236,3.4005108346,6.1371838181,63.6001483068,0.9711625608,19.1114773008,21.0274367636,1.3267693829,31.9700090632,6.1344648595,0.8239268353,3.9758589437,7.9583093021,6.4609870643,1.6114361045,50.3781824174,3.4375875422,12.3985334102,1.2518744336,,3.2099365576,3.8199719865,1.3781000247,3.7560352641,111.1312515449,56.6098706435,1062.4866111889,1.0,1.270248002,254.3791711296,8.1033204251
2018-01-11,0.7412415744,7.8224182408,13399.5007073313,3.4229841059,6.197387035,63.6876924357,0.97661646,19.3933594075,21.2590496796,1.3319464093,32.0046600649,6.2027128235,0.8321544479,3.9864358825,8.0498460514,6.5013730548,1.6275276691,50.4194058417,3.4771573604,12.4610135641,1.2559707082,,3.2335857535,3.8622784389,1.385786802,3.7986186236,111.6668053591,56.9734542731,1067.0966131314,1.0,1.2716152118,257.493550803,8.1720063244
2018-01-10,0.7394096064,7.8226317545,13430.5036691127,3.4297031354,6.2098899266,63.5948965977,0.9777351568,19.2878585724,21.3225483656,1.3326384256,32.1097398266,6.2118912608,0.8338892595,4.0030020013,8.0426951301,6.5040026684,1.6309206137,50.5537024683,3.4868245497,12.4427951968,1.2450800534,,3.2481654436,3.8688292195,1.3887591728,3.7981987992,111.4242828552,57.0367745163,1068.1704469646,1.0,1.2749332889,258.4389593062,8.181287525
2018-01-09,0.7397753939,7.8212370097,13441.9963124371,3.4441837077,6.2411163258,63.712286289,0.9828193094,19.2181528662,21.4004358029,1.3352329869,32.2502514247,6.2416191753,0.8380824673,4.0094703319,8.1055145826,6.5257291317,1.6391216896,50.2799195441,3.5027656721,12.3483070734,1.242541066,,3.2325678847,3.8995977204,1.391300704,3.7582132082,112.562856185,57.0344451894,1068.3959101576,1.0,1.2774052967,259.2691920885,8.2373449547
2018-01-08,0.7384364821,7.8222667669,13434.2520671511,3.4416604026,6.2195773824,63.5074751524,0.9779503884,19.2782928255,21.3179654222,1.3326651633,32.209972438,6.2156518834,0.8352125616,4.0030902865,8.0834377349,6.4992900693,1.633508728,50.1920988892,3.4797460954,12.4383195523,1.2427962917,,3.2427127704,3.8591831621,1.3949720204,3.7490186252,113.0376680865,57.1096634093,1067.2930760879,1.0,1.2769564854,257.9470475236,8.1988641109
2018-01-07,0.73792445,7.8196762142,13420.0,3.4372768784,6.1817351598,63.3698630137,0.9760896638,19.3662930677,21.2486508925,1.3277708593,32.1901203819,6.1726857617,0.8302200083,4.0,8.0878372769,6.4882523869,1.6237442922,49.8671647987,3.4498962225,12.3608136156,1.2509755085,,3.2425902864,3.8481527605,1.397841428,3.7465338315,113.2835201328,57.096222499,1063.6778746368,1.0,1.2753009548,256.3470319635,8.1625570776
2018-01-06,0.73792445,7.8196762142,13420.0,3.4372768784,6.1817351598,63.3698630137,0.9760896638,19.3662930677,21.2486508925,1.3277708593,32.1901203819,6.1726857617,0.8302200083,4.0,8.0878372769,6.4882523869,1.6237442922,49.8671647987,3.4498962225,12.3608136156,1.2509755085,,3.2425902864,3.8481527605,1.397841428,3.7465338315,113.2835201328,57.096222499,1063.6778746368,1.0,1.2753009548,256.3470319635,8.1625570776
2018-01-05,0.73792445,7.8196762142,13420.0,3.4372768784,6.1817351598,63.3698630137,0.9760896638,19.3662930677,21.2486508925,1.3277708593,32.1901203819,6.1726857617,0.8302200083,4.0,8.0878372769,6.4882523869,1.6237442922,49.8671647987,3.4498962225,12.3608136156,1.2509755085,,3.2425902864,3.8481527605,1.397841428,3.7465338315,113.2835201328,57.096222499,1063.6778746368,1.0,1.2753009548,256.3470319635,8.1625570776
2018-01-04,0.7385246581,7.8179030253,13420.0,3.4461665976,6.1706589308,63.4048901782,0.9749689184,19.329962702,21.1479486117,1.3297140489,32.2196435972,6.1628677994,0.828843763,4.0120182346,8.0940737671,6.496477414,1.6210526316,49.7820140903,3.4442602569,12.3062577704,1.2527144633,,3.2374637381,3.8367177787,1.4054703688,3.7602154994,112.6564442603,57.1331951927,1063.5225859925,1.0,1.2762536262,255.7231661832,8.1409034397
2018-01-03,0.7372535973,7.8171005573,13455.0029110871,3.459036846,6.191632704,63.4995425435,0.9761290859,19.4489728021,21.2467770107,1.3297845796,32.5293188056,6.1889711387,0.8317391666,4.014971305,8.1044664393,6.5015387175,1.626715462,49.8943691258,3.4643599767,12.3800216252,1.251517924,,3.2634117941,3.8555269068,1.409132496,3.7680279464,112.2598353156,57.470015803,1065.7822506862,1.0,1.2758047076,257.2486068369,8.1718373118
2018-01-02,0.7372813925,7.8145876502,13481.9975134687,3.4556983009,6.1696643183,63.4898466639,0.9712391214,19.5220886863,21.1305428927,1.3287194364,32.4202237878,6.1864898467,0.828843763,4.0194778284,8.1017820141,6.4929962702,1.6210526316,49.8400331538,3.4507252383,12.349772068,1.2538748446,,3.2742644012,3.8561956071,1.4053046001,3.7579776212,112.1840033154,57.2876916701,1062.23787816,1.0,1.2774968918,255.772896809,8.1461251554
2018-01-01,0.7397898774,7.8145584925,13540.4986241974,3.4716084383,6.2077044943,63.8751771867,0.9757358459,19.7291753523,21.2915867589,1.3361127324,32.6198615859,6.2036187776,0.8338197282,4.0470274327,8.2050362712,6.5074626866,1.6307846244,49.8582506462,3.4828650046,12.3450346035,1.2539814892,,3.3126823981,3.8843492037,1.404986242,3.7908780122,112.5740015009,57.8604185775,1066.9640623697,1.0,1.2795797549,258.7592762445,8.2079546402
