,GBP,HKD,IDR,ILS,DKK,INR,CHF,MXN,CZK,SGD,THB,HRK,EUR,MYR,NOK,CNY,BGN,PHP,PLN,ZAR,CAD,ISK,BRL,RON,NZD,TRY,JPY,RUB,KRW,USD,AUD,HUF,SEK
2019-02-18,0.7734816384,7.8477224576,14106.4971751412,3.619615113,6.5872175141,71.401394774,1.0029131356,19.2491172316,22.7003884181,1.3556673729,31.2199858757,6.5435204802,0.8827683616,4.0855402542,8.6076977401,6.7652718927,1.7265183616,52.3702330508,3.821680791,14.1016066384,1.3234463277,119.0854519774,3.7264300847,4.1847634181,1.454184322,5.3035840395,110.5490819209,66.1318855932,1125.803319209,1.0,1.3969809322,280.7291666667,9.2412605932
2019-02-17,0.7809769094,7.8481349911,14142.5044404973,3.6353463588,6.6262877442,71.3685612789,1.0071047957,19.3294849023,22.8321492007,1.3581705151,31.269982238,6.5790408526,0.8880994671,4.084991119,8.6758436945,6.7705150977,1.7369449378,52.4298401421,3.8460923623,14.1217584369,1.3285079929,119.2717584369,3.7168738899,4.2102131439,1.4593250444,5.268383659,110.5239786856,66.679928952,1127.2824156306,1.0,1.4063943162,282.6021314387,9.3084369449
2019-02-16,0.7809769094,7.8481349911,14142.5044404973,3.6353463588,6.6262877442,71.3685612789,1.0071047957,19.3294849023,22.8321492007,1.3581705151,31.269982238,6.5790408526,0.8880994671,4.084991119,8.6758436945,6.7705150977,1.7369449378,52.4298401421,3.8460923623,14.1217584369,1.3285079929,119.2717584369,3.7168738899,4.2102131439,1.4593250444,5.268383659,110.5239786856,66.679928952,1127.2824156306,1.0,1.4063943162,282.6021314387,9.3084369449
2019-02-15,0.7809769094,7.8481349911,14142.5044404973,3.6353463588,6.6262877442,71.3685612789,1.0071047957,19.3294849023,22.8321492007,1.3581705151,31.269982238,6.5790408526,0.8880994671,4.084991119,8.6758436945,6.7705150977,1.7369449378,52.4298401421,3.8460923623,14.1217584369,1.3285079929,119.2717584369,3.7168738899,4.2102131439,1.4593250444,5.268383659,110.5239786856,66.679928952,1127.2824156306,1.0,1.4063943162,282.6021314387,9.3084369449
2019-02-14,0.780484558,7.8475328364,14089.9982250621,3.6640042599,6.6218494853,71.1776712815,1.0090521832,19.4471955982,22.8878239262,1.358714945,31.3551650692,6.5728611999,0.8874689386,4.0759673411,8.6603656372,6.7755591054,1.7357117501,52.3535676251,3.8500177494,14.1700390486,1.3266773163,119.7195598154,3.7897586084,4.2100638978,1.4632587859,5.3170039049,111.040113596,66.9614838481,1127.4316648917,1.0,1.4064607739,283.164714235,9.298455804
2019-02-13,0.7744626272,7.8485625829,14068.4652808492,3.6392746572,6.6004422822,70.8235294118,1.0058381247,19.3530296329,22.8173374613,1.3568332596,31.3303847855,6.5497567448,0.8845643521,4.0669615215,8.6342326404,6.7646174259,1.7300309598,52.1618752764,3.8288367979,13.875807165,1.3243697479,120.5661211853,3.7295886776,4.1957540911,1.4680229987,5.2528084918,110.738611234,65.7530296329,1123.3967271119,1.0,1.4064573198,281.494913755,9.2068111455
2019-02-12,0.7764252833,7.8484419263,14068.5021246459,3.6395184136,6.6061437677,70.6453611898,1.0075247875,19.2452195467,22.9027974504,1.3574716714,31.2995750708,6.5580736544,0.8852691218,4.0773725212,8.6712110482,6.7702726629,1.7314093484,52.1051699717,3.8295856941,13.7677939093,1.3251593484,120.9277620397,3.7192811615,4.1974150142,1.4843307365,5.2554001416,110.3930594901,65.5424929178,1123.6101274788,1.0,1.4098796034,281.329674221,9.2709808782
2019-02-11,0.7747369352,7.847731895,14080.8647979485,3.6427624016,6.5997877796,71.1362631532,1.0037138562,19.0916084534,22.8455212662,1.3585639756,31.4201078787,6.5500928464,0.8842514811,4.0725086215,8.6824652931,6.7893712972,1.7294190468,52.1478468476,3.8162525422,13.7363162083,1.3268193474,120.7887523212,3.7377310107,4.1917941463,1.4827128835,5.2690777257,110.2042620921,65.5880272349,1125.2984348749,1.0,1.4132991423,282.6598284552,9.2720841807
2019-02-10,0.7711087608,7.8459368941,13965.0008813679,3.6341441918,6.5780010576,71.272254539,1.0009695047,19.0400141019,22.7445795875,1.3551912568,31.4851048828,6.528732593,0.881367883,4.069539926,8.6103472589,6.7448439979,1.7237793055,52.1320289089,3.7955226512,13.6098184382,1.3306892297,120.218579235,3.7101181033,4.1851753922,1.4814912745,5.2430812621,109.7919971796,65.933809272,1122.8274281685,1.0,1.4107174335,280.5658381809,9.2519830777
2019-02-09,0.7711087608,7.8459368941,13965.0008813679,3.6341441918,6.5780010576,71.272254539,1.0009695047,19.0400141019,22.7445795875,1.3551912568,31.4851048828,6.528732593,0.881367883,4.069539926,8.6103472589,6.7448439979,1.7237793055,52.1320289089,3.7955226512,13.6098184382,1.3306892297,120.218579235,3.7101181033,4.1851753922,1.4814912745,5.2430812621,109.7919971796,65.933809272,1122.8274281685,1.0,1.4107174335,280.5658381809,9.2519830777
2019-02-08,0.7711087608,7.8459368941,13965.0008813679,3.6341441918,6.5780010576,71.272254539,1.0009695047,19.0400141019,22.7445795875,1.3551912568,31.4851048828,6.528732593,0.881367883,4.069539926,8.6103472589,6.7448439979,1.7237793055,52.1320289089,3.7955226512,13.6098184382,1.3306892297,120.218579235,3.7101181033,4.1851753922,1.4814912745,5.2430812621,109.7919971796,65.933809272,1122.8274281685,1.0,1.4107174335,280.5658381809,9.2519830777
2019-02-07,0.7734684883,7.8465403261,14000.0,3.6294402821,6.5787571617,71.4724548259,1.0010577347,19.1620096959,22.7492287351,1.3561040106,31.2349052446,6.5336271485,0.8814455707,4.0722785368,8.5723226091,6.7448215073,1.7239312472,52.2089026003,3.7921551344,13.6335830762,1.326575584,120.5817540767,3.7195240194,4.1779638607,1.4789775231,5.2627589246,109.6606434553,66.0193918026,1124.9977963861,1.0,1.4062582636,281.4367562803,9.2313794623
2019-02-06,0.771195366,7.8460593295,13922.0028084957,3.6167281025,6.5518694049,71.5758293839,1.0,19.0997015973,22.6268211339,1.3532560997,31.2295945234,6.5077233632,0.8776549061,4.0856591188,8.5060558189,6.7447779533,1.7165174653,52.3652799719,3.7671581534,13.4607688257,1.3182376689,120.2387221345,3.6876426189,4.1626294541,1.4585746884,5.2142355626,109.7507460067,65.7563629981,1120.8443040197,1.0,1.401439354,279.6471827278,9.1502545199
2019-02-05,0.7686509673,7.8458373457,13975.4968046923,3.6112229712,6.5350608422,71.6444891885,1.0011380548,19.0323907905,22.4958417228,1.3520966471,31.2746213779,6.4886632233,0.8754267706,4.0819399457,8.4726429134,6.7353584873,1.7121596778,52.300621553,3.7531296507,13.3741574017,1.3127899851,119.9334675654,3.671714961,4.1543377396,1.4493565613,5.2038868949,109.9448481135,65.5002188567,1117.7011293005,1.0,1.3806355598,277.8692112405,9.1042633284
2019-02-04,0.7660812582,7.8462210572,14012.50327654,3.6268239406,6.5228484054,71.8134556575,0.9979030144,19.1681083443,22.4796854522,1.3533420708,31.3202271734,6.4792485802,0.873743993,4.0901703801,8.4779379642,6.7447793796,1.7088685015,52.4622105723,3.7410222805,13.4049803408,1.3115771079,119.7029270424,3.6821319353,4.1555264308,1.453385758,5.2157273919,109.8907820009,65.6488422892,1120.6028833552,1.0,1.3850589777,277.6758409786,9.0968108344
2019-02-03,0.7661755732,7.8469183158,13956.4989974719,3.6308081248,6.5080638131,71.2849795136,0.9934617732,19.1312875948,22.3999651295,1.3487926074,31.290210095,6.4641269288,0.8717635777,4.0832534217,8.4286461512,6.7354197542,1.7049952053,52.2325865225,3.7258303548,13.3258652254,1.3141835934,120.1290210095,3.6709964258,4.1458460466,1.4442507192,5.2204690088,108.8919884927,65.4847877256,1117.016825037,1.0,1.3764275129,276.8982651905,9.0557056926
2019-02-02,0.7661755732,7.8469183158,13956.4989974719,3.6308081248,6.5080638131,71.2849795136,0.9934617732,19.1312875948,22.3999651295,1.3487926074,31.290210095,6.4641269288,0.8717635777,4.0832534217,8.4286461512,6.7354197542,1.7049952053,52.2325865225,3.7258303548,13.3258652254,1.3141835934,120.1290210095,3.6709964258,4.1458460466,1.4442507192,5.2204690088,108.8919884927,65.4847877256,1117.016825037,1.0,1.3764275129,276.8982651905,9.0557056926
2019-02-01,0.7661755732,7.8469183158,13956.4989974719,3.6308081248,6.5080638131,71.2849795136,0.9934617732,19.1312875948,22.3999651295,1.3487926074,31.290210095,6.4641269288,0.8717635777,4.0832534217,8.4286461512,6.7354197542,1.7049952053,52.2325865225,3.7258303548,13.3258652254,1.3141835934,120.1290210095,3.6709964258,4.1458460466,1.4442507192,5.2204690088,108.8919884927,65.4847877256,1117.016825037,1.0,1.3764275129,276.8982651905,9.0557056926
2019-01-31,0.7623433148,7.8461873259,13910.4979108635,3.6385793872,6.4986942897,71.1055013928,0.9931232591,19.0632834262,22.4233983287,1.3456650418,31.2352019499,6.4622214485,0.8704735376,4.0901810585,8.4107764624,6.7035167131,1.7024721448,52.0917479109,3.7200557103,13.2677576602,1.315198468,119.4289693593,3.6595577994,4.1148154596,1.4455954039,5.1957694986,108.6438022284,65.3823990251,1112.0995821727,1.0,1.3742165738,274.9651810585,9.0294220056
2019-01-30,0.7642050923,7.8451308076,14130.0026249016,3.6677749584,6.5314550704,71.1794557704,0.9977250853,19.0960713973,22.5759034036,1.3510368361,31.3798232566,6.4953189255,0.8749671887,4.1057835331,8.4817569341,6.7168606177,1.7112608277,52.3002887392,3.7540467232,13.6043398373,1.3221629189,119.8705048561,3.7091609065,4.1605564791,1.4632076297,5.2750021874,109.4408959664,65.9388397935,1118.1905678537,1.0,1.3898853793,276.9533642488,9.0859217779
2019-01-29,0.7593678865,7.8462616004,14090.0017510068,3.6779898442,6.535632989,71.1836806164,0.9938714761,19.0118192961,22.5415864122,1.3521274733,31.5102433899,6.4991244966,0.8755034145,4.1088250744,8.4954473822,6.7349851164,1.712309578,52.4838031868,3.762563474,13.6193311154,1.3256872702,119.7688670986,3.7414638417,4.1640693399,1.4615654001,5.3112414638,109.4641919103,66.2657152863,1118.2980213623,1.0,1.3967781474,277.7184381019,9.0621607424
2019-01-28,0.7609739009,7.8460325801,14062.5503590822,3.6790155894,6.5380977404,71.1438080224,0.9923804519,19.0288141531,22.5310912594,1.3535645472,31.5501839201,6.5049045367,0.8758101244,4.1108775617,8.5233841303,6.7434752146,1.7129094412,52.5100718164,3.753809774,13.6505517604,1.323787003,119.4605009634,3.7547731652,4.1728849185,1.4614643545,5.3016290068,109.4237169382,66.0189174987,1118.6022070415,1.0,1.3936766509,278.0959887896,9.0648975302
2019-01-27,0.7630883131,7.8460250308,14084.9991186321,3.6791820906,6.5806451613,71.0682178741,0.9968270756,18.9093953816,22.6485104883,1.3566014454,31.6199541689,6.5498854222,0.881367883,4.1325577296,8.5532346201,6.7600035255,1.7237793055,52.5841706328,3.7819495858,13.652388507,1.3314824608,119.7778952935,3.7667019214,4.2030671602,1.4736471003,5.2711087608,109.9242023621,66.1196016217,1120.1040014102,1.0,1.4048122686,280.504142429,9.0763264587
2019-01-26,0.7630883131,7.8460250308,14084.9991186321,3.6791820906,6.5806451613,71.0682178741,0.9968270756,18.9093953816,22.6485104883,1.3566014454,31.6199541689,6.5498854222,0.881367883,4.1325577296,8.5532346201,6.7600035255,1.7237793055,52.5841706328,3.7819495858,13.652388507,1.3314824608,119.7778952935,3.7667019214,4.2030671602,1.4736471003,5.2711087608,109.9242023621,66.1196016217,1120.1040014102,1.0,1.4048122686,280.504142429,9.0763264587
2019-01-25,0.7630883131,7.8460250308,14084.9991186321,3.6791820906,6.5806451613,71.0682178741,0.9968270756,18.9093953816,22.6485104883,1.3566014454,31.6199541689,6.5498854222,0.881367883,4.1325577296,8.5532346201,6.7600035255,1.7237793055,52.5841706328,3.7819495858,13.652388507,1.3314824608,119.7778952935,3.7667019214,4.2030671602,1.4736471003,5.2711087608,109.9242023621,66.1196016217,1120.1040014102,1.0,1.4048122686,280.504142429,9.0763264587
2019-01-24,0.7678776122,7.8465743762,14165.0030861476,3.6835376069,6.5831055462,71.1189489463,0.9948858125,19.0486729565,22.6567322106,1.360550216,31.7300061723,6.5563883255,0.8817564589,4.1430208976,8.5775504806,6.7931399348,1.7245392823,52.8216206684,3.7810598713,13.7871439908,1.3367427916,119.8307027599,3.7800017635,4.207918173,1.4752667313,5.2812803104,109.7169561767,65.9437439379,1129.68873997,1.0,1.4079005379,280.7688916321,9.0682479499
2019-01-23,0.7672472948,7.8457816486,14172.9656021818,3.6839095628,6.5687516495,71.3059734319,0.9971848333,19.1387349345,22.6031494678,1.3591097035,31.7550804962,6.5421835137,0.8797395971,4.137503299,8.583003431,6.7869270696,1.720594704,52.6981613442,3.77293921,13.8717339667,1.3312219583,120.7002727193,3.8043459136,4.1853611331,1.4727720595,5.3084367027,109.7035277558,66.1825459664,1127.8261634556,1.0,1.401777074,279.8627606229,9.0129321721
2019-01-22,0.7750572485,7.8465738947,14233.0015853444,3.6910339968,6.5764488286,71.3810110974,0.9975339088,19.1826669015,22.5576889202,1.3609300687,31.8196230403,6.5408666549,0.8807468733,4.1361634666,8.5985555751,6.8080852563,1.7225647349,52.8941342258,3.7719746345,13.890699313,1.33239387,120.6623216488,3.7539193236,4.1652281134,1.4871410956,5.3505372556,109.4327990136,66.4464505901,1131.5571604721,1.0,1.4024132464,280.0598907874,9.0310022899
2019-01-21,0.7771783137,7.8449216687,14240.9963034677,3.6981165288,6.5709382151,71.2317373702,0.9983277592,19.1691603591,22.525083612,1.3604118993,31.7901777856,6.5365252596,0.8801267383,4.1183770463,8.5757789122,6.7979229009,1.7213518747,52.7732793522,3.7767118465,13.8664847738,1.3304875902,121.2814645309,3.7716071114,4.1462770639,1.4869741243,5.3394648829,109.663791586,66.385319486,1131.2973068122,1.0,1.3984333744,279.6250660095,9.0226192572
2019-01-20,0.7728907209,7.8443255569,14202.0522715313,3.6951412033,6.5470092966,71.1169093142,0.9937730223,19.0400806876,22.4346605859,1.356165585,31.7146114717,6.5159621119,0.8770391159,4.1241887388,8.5263988774,6.778723031,1.715313103,52.6074372917,3.7652166287,13.7859147518,1.3273109981,120.8559901772,3.745044729,4.1214699176,1.4770215752,5.3579196632,109.4369408876,66.3275741098,1121.4962287318,1.0,1.3901069988,278.9773723908,8.9909664971
2019-01-19,0.7728907209,7.8443255569,14202.0522715313,3.6951412033,6.5470092966,71.1169093142,0.9937730223,19.0400806876,22.4346605859,1.356165585,31.7146114717,6.5159621119,0.8770391159,4.1241887388,8.5263988774,6.778723031,1.715313103,52.6074372917,3.7652166287,13.7859147518,1.3273109981,120.8559901772,3.745044729,4.1214699176,1.4770215752,5.3579196632,109.4369408876,66.3275741098,1121.4962287318,1.0,1.3901069988,278.9773723908,8.9909664971
2019-01-18,0.7728907209,7.8443255569,14202.0522715313,3.6951412033,6.5470092966,71.1169093142,0.9937730223,19.0400806876,22.4346605859,1.356165585,31.7146114717,6.5159621119,0.8770391159,4.1241887388,8.5263988774,6.778723031,1.715313103,52.6074372917,3.7652166287,13.7859147518,1.3273109981,120.8559901772,3.745044729,4.1214699176,1.4770215752,5.3579196632,109.4369408876,66.3275741098,1121.4962287318,1.0,1.3901069988,278.9773723908,8.9909664971
2019-01-17,0.7744822745,7.8444190944,14180.0017550018,3.6881361881,6.5504563005,71.0569498069,0.9926289926,18.9891189891,22.4087399087,1.3559143559,31.7453492453,6.5174622675,0.8775008775,4.1134608635,8.5626535627,6.7714110214,1.7162162162,52.5157950158,3.7587750088,13.7714987715,1.3296770797,120.7441207441,3.7626360126,4.1146016146,1.4825377325,5.3720603721,108.7662337662,66.6026676027,1123.7978237978,1.0,1.3947876448,280.8617058617,9.0257985258
2019-01-16,0.7778558258,7.844235666,14150.3819474932,3.6772324172,6.5538677671,71.1260865748,0.9894635174,18.9990341558,22.4462200369,1.3556062868,31.7104223373,6.5210290631,0.8780402142,4.1094916147,8.5484239178,6.762490122,1.717271051,52.2152954605,3.7647730266,13.704978488,1.3259285275,121.6085696725,3.7115637896,4.1136184037,1.4766002283,5.3706207744,108.7979629467,66.6586179647,1122.4514882782,1.0,1.3938010361,282.3601720959,8.9988585477
2019-01-15,0.7792804622,7.8426120448,14124.0021008403,3.6677170868,6.5334383754,71.1055672269,0.9861694678,19.0226715686,22.3844537815,1.3545168067,31.9003851541,6.5007878151,0.8753501401,4.09357493,8.5447303922,6.7603291317,1.7120098039,52.099964986,3.7578781513,13.8197654062,1.3265056022,121.2359943978,3.7088585434,4.0993522409,1.4668242297,5.4516806723,108.5609243697,67.1150210084,1123.3018207283,1.0,1.3904061625,282.5630252101,8.9638480392
2019-01-14,0.7784337665,7.8428534054,14123.9993023459,3.6578878521,6.5090259004,70.8289003227,0.9817737856,19.1706636435,22.2909217755,1.3539722682,31.9403505712,6.4816429755,0.8720676725,4.1029911921,8.5347518967,6.7668091044,1.7055899538,52.2473183919,3.743350484,13.8848870672,1.3278102381,120.7813726345,3.7271300253,4.0825848086,1.4668178251,5.5150431673,108.0753466469,67.2017092526,1123.0661899363,1.0,1.3905119037,280.2215051888,8.9380831953
2019-01-13,0.7804994364,7.8407179398,14086.5516344403,3.6658284922,6.4721234718,70.5345530218,0.9821382121,19.1414202723,22.2023757912,1.3512529264,31.9301135871,6.444116882,0.8670770832,4.0900026012,8.460764762,6.7564380473,1.6958293592,52.2032428683,3.7260903494,13.839764155,1.3220324287,119.7433451834,3.7153385936,4.0547125639,1.4630191624,5.4646666089,108.3065984566,67.0839330616,1117.8010925171,1.0,1.3847221018,278.8519899419,8.8734934536
2019-01-12,0.7804994364,7.8407179398,14086.5516344403,3.6658284922,6.4721234718,70.5345530218,0.9821382121,19.1414202723,22.2023757912,1.3512529264,31.9301135871,6.444116882,0.8670770832,4.0900026012,8.460764762,6.7564380473,1.6958293592,52.2032428683,3.7260903494,13.839764155,1.3220324287,119.7433451834,3.7153385936,4.0547125639,1.4630191624,5.4646666089,108.3065984566,67.0839330616,1117.8010925171,1.0,1.3847221018,278.8519899419,8.8734934536
2019-01-11,0.7804994364,7.8407179398,14086.5516344403,3.6658284922,6.4721234718,70.5345530218,0.9821382121,19.1414202723,22.2023757912,1.3512529264,31.9301135871,6.444116882,0.8670770832,4.0900026012,8.460764762,6.7564380473,1.6958293592,52.2032428683,3.7260903494,13.839764155,1.3220324287,119.7433451834,3.7153385936,4.0547125639,1.4630191624,5.4646666089,108.3065984566,67.0839330616,1117.8010925171,1.0,1.3847221018,278.8519899419,8.8734934536
2019-01-10,0.7839011704,7.8382314694,14079.0030342436,3.6637191157,6.4720416125,70.3948851322,0.9775465973,19.1836150845,22.2158647594,1.3510186389,31.9046380581,6.4373645427,0.8669267447,4.0975292588,8.451928912,6.7804941482,1.6955353273,52.1603814478,3.7242306025,13.8475075856,1.3221499783,118.855656697,3.6801907239,4.0583441699,1.4723016905,5.4364109233,108.1057650629,66.9693107932,1117.5032509753,1.0,1.3897702644,278.4221933247,8.8689206762
2019-01-09,0.7849236141,7.8384111742,14125.0021824531,3.6783064164,6.517765168,70.3941510258,0.9803579223,19.2934089917,22.3736359668,1.356001746,32.0052378874,6.4845918813,0.8729812309,4.1145351375,8.526233086,6.8289829769,1.7073766914,52.2802269751,3.7510257529,13.9795722392,1.3244871235,119.5111305107,3.68790921,4.0800523789,1.4760366652,5.5346137058,108.8607594937,67.1257092973,1121.0475774771,1.0,1.3951986032,280.9690091663,8.9278044522
2019-01-08,0.7844667832,7.8383741259,14145.0,3.6986013986,6.526486014,70.1442307692,0.9818181818,19.370541958,22.4143356643,1.3591783217,32.0847902098,6.4944055944,0.8741258741,4.1130244755,8.5445804196,6.8535839161,1.7096153846,52.4973776224,3.763548951,14.0179195804,1.3293706294,118.9685314685,3.7241258741,4.083041958,1.4880244755,5.4939685315,108.7937062937,67.0626748252,1126.4160839161,1.0,1.4022727273,281.5996503497,8.9034090909
2019-01-07,0.7839231105,7.8354740061,14087.0511140236,3.6940148536,6.5246832678,69.628221931,0.980952381,19.3273918742,22.3433813893,1.3570117955,31.9851463521,6.4910441241,0.873743993,4.1175185671,8.5642638707,6.8519877676,1.7088685015,52.4071647007,3.7490607252,13.8614242027,1.3351681957,118.130187855,3.694975972,4.0738313674,1.4788117082,5.3582350371,108.2568807339,66.8994320664,1119.3971166448,1.0,1.4014853648,280.5679335955,8.9327217125
2019-01-06,0.7891607472,7.8334648777,14243.0500745418,3.7113040428,6.5490660353,69.658423222,0.9871086556,19.5632728229,22.4967113917,1.36148382,32.0854161186,6.5188985355,0.8769622029,4.1310181531,8.6510567395,6.8648601245,1.7151626765,52.450232395,3.7671665351,14.1344383057,1.3442076646,117.5129351925,3.7612031921,4.091554854,1.4947820749,5.4114706656,108.0417434009,68.1215469613,1121.7486626326,1.0,1.4197141103,281.8995001315,8.9853547312
2019-01-05,0.7891607472,7.8334648777,14243.0500745418,3.7113040428,6.5490660353,69.658423222,0.9871086556,19.5632728229,22.4967113917,1.36148382,32.0854161186,6.5188985355,0.8769622029,4.1310181531,8.6510567395,6.8648601245,1.7151626765,52.450232395,3.7671665351,14.1344383057,1.3442076646,117.5129351925,3.7612031921,4.091554854,1.4947820749,5.4114706656,108.0417434009,68.1215469613,1121.7486626326,1.0,1.4197141103,281.8995001315,8.9853547312
2019-01-04,0.7891607472,7.8334648777,14243.0500745418,3.7113040428,6.5490660353,69.658423222,0.9871086556,19.5632728229,22.4967113917,1.36148382,32.0854161186,6.5188985355,0.8769622029,4.1310181531,8.6510567395,6.8648601245,1.7151626765,52.450232395,3.7671665351,14.1344383057,1.3442076646,117.5129351925,3.7612031921,4.091554854,1.4947820749,5.4114706656,108.0417434009,68.1215469613,1121.7486626326,1.0,1.4197141103,281.8995001315,8.9853547312
2019-01-03,0.7958406768,7.8325696158,14410.0017624251,3.7385442369,6.5804547057,70.1515685583,0.9886323581,19.5967571378,22.6321818823,1.3659675714,32.1801198449,6.5496122665,0.8812125485,4.1434614029,8.7339619316,6.8751321819,1.7234755023,52.5898836799,3.787010927,14.4650158618,1.3563623546,117.7299964751,3.772823405,4.1117377511,1.5055516391,5.4853718717,107.6929855481,68.9650158618,1127.2206556221,1.0,1.4352308777,284.1117377511,9.0595699683
2019-01-02,0.7911292445,7.8348688251,14463.5518118803,3.7473019216,6.5516363955,70.1811880319,0.9861367026,19.649118189,22.5954198473,1.3648328508,32.2953408792,6.5109239273,0.8774238835,4.1410020181,8.6959726244,6.8583837852,1.7160656313,52.552426077,3.769763973,14.4840747565,1.3641309116,117.048346056,3.8545231201,4.088795297,1.4959199789,5.3636921997,109.0462402387,69.6313942266,1121.8039835044,1.0,1.4278318856,282.8551373168,8.9624462578
2019-01-01,0.7812489083,7.8318777293,14410.480349345,3.7530131004,6.5216593886,69.6330131004,0.9841921397,19.6437554585,22.4663755459,1.3616593886,32.3598253275,6.4737991266,0.8733624454,4.132489083,8.6884716157,6.8778165939,1.7081222707,52.5004366812,3.7566812227,14.3750218341,1.3628820961,116.3318777293,3.8812227074,4.0729257642,1.4896069869,5.2915283843,109.9126637555,69.620349345,1116.096069869,1.0,1.4165938865,280.3318777293,8.9561572052
2018-12-31,0.7812489083,7.8318777293,14410.480349345,3.7530131004,6.5216593886,69.6330131004,0.9841921397,19.6437554585,22.4663755459,1.3616593886,32.3598253275,6.4737991266,0.8733624454,4.132489083,8.6884716157,6.8778165939,1.7081222707,52.5004366812,3.7566812227,14.3750218341,1.3628820961,116.3318777293,3.8812227074,4.0729257642,1.4896069869,5.2915283843,109.9126637555,69.620349345,1116.096069869,1.0,1.4165938865,280.3318777293,8.9561572052
2018-12-30,0.7881351493,7.8327221931,14527.0473197136,3.7653221582,6.5193818753,70.0414702287,0.9801815959,19.6921599441,22.5056748734,1.3656364589,32.5798847564,6.4689191549,0.8730574472,4.1519119958,8.7077003667,6.8777719574,1.7075257552,52.6296490309,3.7565915837,14.3623188406,1.3621442291,116.2912519644,3.8787323206,4.0710668762,1.4894360049,5.273266981,110.3544613236,69.4469181072,1116.9460450498,1.0,1.4156626506,280.7840055876,8.9726733019
2018-12-29,0.7881351493,7.8327221931,14527.0473197136,3.7653221582,6.5193818753,70.0414702287,0.9801815959,19.6921599441,22.5056748734,1.3656364589,32.5798847564,6.4689191549,0.8730574472,4.1519119958,8.7077003667,6.8777719574,1.7075257552,52.6296490309,3.7565915837,14.3623188406,1.3621442291,116.2912519644,3.8787323206,4.0710668762,1.4894360049,5.273266981,110.3544613236,69.4469181072,1116.9460450498,1.0,1.4156626506,280.7840055876,8.9726733019
2018-12-28,0.7881351493,7.8327221931,14527.0473197136,3.7653221582,6.5193818753,70.0414702287,0.9801815959,19.6921599441,22.5056748734,1.3656364589,32.5798847564,6.4689191549,0.8730574472,4.1519119958,8.7077003667,6.8777719574,1.7075257552,52.6296490309,3.7565915837,14.3623188406,1.3621442291,116.2912519644,3.8787323206,4.0710668762,1.4894360049,5.273266981,110.3544613236,69.4469181072,1116.9460450498,1.0,1.4156626506,280.7840055876,8.9726733019
2018-12-27,0.7917113475,7.8323811198,14598.048694735,3.7819284521,6.5634174211,70.2685242155,0.9913861299,19.8895139316,22.7283115057,1.3726817263,32.5446075415,6.5153379626,0.8789663356,4.1679704667,8.7631185726,6.8655181507,1.7190823591,52.7300694383,3.7747209282,14.521227037,1.3623978202,116.9025226334,3.9365386306,4.0903577393,1.4910784917,5.279687088,110.8728135712,69.3299639624,1122.2993759339,1.0,1.4204974949,282.6404148721,9.0291816823
2018-12-26,0.7892531557,7.8330119215,14588.4992987377,3.7824333801,6.5447931276,70.1428821879,0.9915848527,19.85878331,22.7173913043,1.3722826087,32.5753856942,6.5059607293,0.8765778401,4.1734747546,8.7679698457,6.9012973352,1.7144109397,52.9602033661,3.7559607293,14.6279803647,1.3592215989,116.7601683029,3.9040147265,4.0697755961,1.4879032258,5.301542777,110.860799439,68.4572230014,1125.1840813464,1.0,1.418828892,281.381486676,9.0662692847
2018-12-25,0.7892531557,7.8330119215,14588.4992987377,3.7824333801,6.5447931276,70.1428821879,0.9915848527,19.85878331,22.7173913043,1.3722826087,32.5753856942,6.5059607293,0.8765778401,4.1734747546,8.7679698457,6.9012973352,1.7144109397,52.9602033661,3.7559607293,14.6279803647,1.3592215989,116.7601683029,3.9040147265,4.0697755961,1.4879032258,5.301542777,110.860799439,68.4572230014,1125.1840813464,1.0,1.418828892,281.381486676,9.0662692847
2018-12-24,0.7892531557,7.8330119215,14588.4992987377,3.7824333801,6.5447931276,70.1428821879,0.9915848527,19.85878331,22.7173913043,1.3722826087,32.5753856942,6.5059607293,0.8765778401,4.1734747546,8.7679698457,6.9012973352,1.7144109397,52.9602033661,3.7559607293,14.6279803647,1.3592215989,116.7601683029,3.9040147265,4.0697755961,1.4879032258,5.301542777,110.860799439,68.4572230014,1125.1840813464,1.0,1.418828892,281.381486676,9.0662692847
2018-12-23,0.790388996,7.8296828456,14627.9481338707,3.7712458384,6.5419660067,70.124408621,0.9910636061,19.9357806203,22.652006308,1.3703346767,32.6502540739,6.5021902926,0.8761170492,4.171018048,8.7110565972,6.9059926406,1.7135097249,53.0453828632,3.7542491677,14.4342912213,1.3543893464,117.4872963028,3.8635885754,4.0642193797,1.4828281058,5.3045382863,111.2493429122,68.521377256,1123.8041002278,1.0,1.4088838269,282.0834063431,9.0006132819
2018-12-22,0.790388996,7.8296828456,14627.9481338707,3.7712458384,6.5419660067,70.124408621,0.9910636061,19.9357806203,22.652006308,1.3703346767,32.6502540739,6.5021902926,0.8761170492,4.171018048,8.7110565972,6.9059926406,1.7135097249,53.0453828632,3.7542491677,14.4342912213,1.3543893464,117.4872963028,3.8635885754,4.0642193797,1.4828281058,5.3045382863,111.2493429122,68.521377256,1123.8041002278,1.0,1.4088838269,282.0834063431,9.0006132819
